merchant_id,city,pincode,store_type,industry,income_level,foot_traffic,rent_pct_revenue,weather_preference,avg_txn_value,daily_txn_count,refund_rate,store_size_sqft
C10249,Chennai,400071,Mall,Fashion,78208.13,246.36,0.1804,Rain Boost,1977.69,16,0.094,4072
C10250,Chennai,400071,Mall,Fashion,76301.95,251.01,0.166,Rain Boost,1976.28,14,0.1117,3525
C10251,Chennai,400071,Mall,Fashion,75043.18,217.21,0.1649,Rain Boost,1991.04,12,0.0892,4729
C10252,Mumbai,400010,Standalone,Fashion,27720.23,173.5,0.1259,Rain Boost,1155.12,30,0.0348,5423
C10253,Mumbai,400010,Standalone,Fashion,26607.47,156.49,0.1323,Rain Boost,1021.66,35,0.0394,5194
C10254,Mumbai,400010,Standalone,Fashion,26650.62,149.97,0.127,Rain Boost,1170.33,40,0.0397,6702
C10255,Mumbai,400010,Standalone,Fashion,27941.17,171.37,0.1277,Rain Boost,1115.55,32,0.0387,6724
C10256,Mumbai,400010,Standalone,Fashion,26060.26,163.03,0.1189,Rain Boost,1088.54,31,0.0349,5298
C10257,Mumbai,400010,Standalone,Fashion,28427.58,151.89,0.1322,Rain Boost,1032.18,32,0.0394,6133
C10258,Mumbai,400010,Standalone,Fashion,28010.81,172.98,0.1103,Rain Boost,1021.69,31,0.0351,5311
C10259,Delhi,400009,Mall,Restaurant,56098.12,243.67,0.1347,Rain Boost,862.2,35,0.0331,2849
C10260,Delhi,400009,Mall,Restaurant,56934.8,239.95,0.1313,Rain Boost,754.6,41,0.0329,2802
C10261,Delhi,400009,Mall,Restaurant,57902.57,272.88,0.1435,Rain Boost,820.36,44,0.0253,3360
C10262,Delhi,400009,Mall,Restaurant,56448.64,240.73,0.1391,Rain Boost,843.48,42,0.0292,2871
C10263,Delhi,400009,Mall,Restaurant,57907.46,249.21,0.1349,Rain Boost,844.92,33,0.0337,3416
C10264,Delhi,400009,Mall,Restaurant,56104.58,234.02,0.1358,Rain Boost,888.39,43,0.0263,3325
C10265,Delhi,400009,Mall,Restaurant,57129.06,252.54,0.1402,Rain Boost,870.24,41,0.0335,3469
C10266,Chennai,400031,Street Front,Fashion,46511.78,120.92,0.1316,Sunny Boost,2386.56,12,0.0459,2447
C10267,Chennai,400031,Street Front,Fashion,48227.78,116.61,0.1197,Sunny Boost,2391.88,10,0.0513,1881
C10268,Chennai,400031,Street Front,Fashion,47024.1,104.53,0.1233,Sunny Boost,2225.61,12,0.0613,2426
C10269,Chennai,400031,Street Front,Fashion,47025.3,122.66,0.1237,Sunny Boost,2057.82,10,0.0459,2164
C10270,Chennai,400031,Street Front,Fashion,46204.88,110.07,0.1392,Sunny Boost,2256.24,13,0.0454,2165
C10271,Chennai,400031,Street Front,Fashion,43914.22,120.75,0.1216,Sunny Boost,2026.26,11,0.0597,2215
C10272,Chennai,400031,Street Front,Fashion,47920.21,117.85,0.1335,Sunny Boost,2160.21,11,0.0511,2374
C10273,Delhi,400070,Mall,Fashion,94144.88,215.65,0.2045,None,866.59,30,0.1674,3364
C10274,Delhi,400070,Mall,Fashion,93749.91,187.07,0.193,None,990.06,31,0.1473,4264
C10275,Delhi,400070,Mall,Fashion,99644.68,195.26,0.2022,None,1009.13,32,0.1199,4281
C10276,Delhi,400070,Mall,Fashion,100115.67,198.9,0.202,None,995.25,37,0.116,3614
C10277,Delhi,400070,Mall,Fashion,96804.44,216.69,0.1851,None,998.21,36,0.1166,3615
C10278,Delhi,400070,Mall,Fashion,98542.52,188.45,0.1824,None,901.72,27,0.1632,3732
C10279,Delhi,400070,Mall,Fashion,96258.25,215.73,0.1765,None,894.45,31,0.1332,4052
C10280,Chennai,400061,Mall,Restaurant,57776.72,283.22,0.1902,Sunny Boost,514.7,72,0.016,3057
C10281,Chennai,400061,Mall,Restaurant,54598.41,254.4,0.1919,Sunny Boost,604.1,87,0.0148,2508
C10282,Chennai,400061,Mall,Restaurant,55016.55,241.42,0.2294,Sunny Boost,542.75,78,0.0166,3093
C10283,Chennai,400061,Mall,Restaurant,57713.7,242.36,0.2046,Sunny Boost,604.33,94,0.0154,2506
C10284,Chennai,400061,Mall,Restaurant,56712.82,268.99,0.1954,Sunny Boost,536.94,67,0.0158,2985
C10285,Chennai,400061,Mall,Restaurant,53836.63,256.64,0.2278,Sunny Boost,587.27,75,0.0162,2559
C10286,Delhi,400013,Mall,Fashion,58305.97,252.73,0.1751,Sunny Boost,1264.45,31,0.0312,4331
C10287,Delhi,400013,Mall,Fashion,58712.17,225.91,0.1909,Sunny Boost,1140.42,36,0.0267,5366
C10288,Delhi,400013,Mall,Fashion,57486.39,217.81,0.1737,Sunny Boost,1285.05,44,0.032,4799
C10289,Delhi,400013,Mall,Fashion,58215.86,215.8,0.1925,Sunny Boost,1346.04,37,0.0336,4751
C10290,Delhi,400013,Mall,Fashion,57999.52,232.61,0.1719,Sunny Boost,1227.57,40,0.0245,5353
C10291,Delhi,400013,Mall,Fashion,59617.93,217.62,0.1652,Sunny Boost,1260.37,33,0.0285,4024
C10292,Bangalore,400055,Street Front,Restaurant,55290.02,153.13,0.07,None,607.32,31,0.0103,1339
C10293,Bangalore,400055,Street Front,Restaurant,53184.8,148.03,0.0637,None,557.56,33,0.0121,1274
C10294,Bangalore,400055,Street Front,Restaurant,54773.64,166.9,0.0679,None,622.22,32,0.0124,1131
C10295,Bangalore,400055,Street Front,Restaurant,55885.13,146.33,0.0644,None,575.7,32,0.0089,1283
C10296,Bangalore,400055,Street Front,Restaurant,56354.43,140.78,0.0694,None,541.73,26,0.0105,1052
C10297,Bangalore,400055,Street Front,Restaurant,54283.84,155.83,0.0659,None,625.63,34,0.0109,1030
C10298,Mumbai,400087,Standalone,Fashion,41661.84,285.02,0.0719,Rain Boost,1990.5,37,0.0228,6894
C10299,Mumbai,400087,Standalone,Fashion,42712.71,284.09,0.0666,Rain Boost,2146.81,43,0.0291,7432
C10300,Mumbai,400087,Standalone,Fashion,39711.45,268.79,0.0696,Rain Boost,2293.63,33,0.0297,6606
C10301,Mumbai,400087,Standalone,Fashion,40444.75,277.1,0.0684,Rain Boost,2279.38,38,0.0244,6603
C10302,Mumbai,400087,Standalone,Fashion,42242.47,276.24,0.0793,Rain Boost,2360.0,43,0.0241,6835
C10303,Mumbai,400052,Standalone,Restaurant,58743.81,183.1,0.1459,Rain Boost,840.47,47,0.0463,6084
C10304,Mumbai,400052,Standalone,Restaurant,58493.34,207.55,0.1542,Rain Boost,898.2,54,0.0478,7393
C10305,Mumbai,400052,Standalone,Restaurant,58862.1,196.01,0.1527,Rain Boost,870.19,57,0.0427,6831
C10306,Mumbai,400052,Standalone,Restaurant,53893.31,191.24,0.1603,Rain Boost,749.09,45,0.0549,6054
C10307,Mumbai,400052,Standalone,Restaurant,55617.5,184.0,0.1437,Rain Boost,903.53,48,0.0457,7468
C10308,Mumbai,400052,Standalone,Restaurant,58102.0,208.04,0.1571,Rain Boost,902.5,48,0.0528,6574
C10309,Mumbai,400052,Standalone,Restaurant,54923.53,189.47,0.1724,Rain Boost,796.59,58,0.0559,7630
C10310,Delhi,400025,Mall,Fashion,22986.63,120.38,0.1856,Sunny Boost,2730.66,12,0.0486,2314
C10311,Delhi,400025,Mall,Fashion,23142.89,111.39,0.2237,Sunny Boost,2717.19,12,0.0536,2585
C10312,Delhi,400025,Mall,Fashion,23668.31,107.05,0.2247,Sunny Boost,2507.26,14,0.0567,2448
C10313,Delhi,400025,Mall,Fashion,23888.63,105.9,0.1899,Sunny Boost,2523.01,12,0.0428,2748
C10314,Delhi,400025,Mall,Fashion,22355.3,107.99,0.2121,Sunny Boost,2623.51,11,0.0419,2231
C10315,Delhi,400025,Mall,Fashion,23034.98,115.69,0.1976,Sunny Boost,2501.27,15,0.0545,2473
C10316,Delhi,400025,Mall,Fashion,22062.92,121.03,0.1899,Sunny Boost,2711.27,13,0.0593,2709
C10317,Delhi,400055,Mall,Restaurant,68541.6,276.54,0.0985,Sunny Boost,715.16,65,0.0229,5417
C10318,Delhi,400055,Mall,Restaurant,69601.27,243.37,0.1035,Sunny Boost,595.07,67,0.0278,4827
C10319,Delhi,400055,Mall,Restaurant,64863.63,250.16,0.0935,Sunny Boost,640.16,57,0.0293,5281
C10320,Delhi,400010,Street Front,Fashion,42946.68,191.68,0.0666,Rain Boost,1581.27,30,0.1328,493
C10321,Delhi,400010,Street Front,Fashion,39178.92,175.2,0.057,Rain Boost,1500.96,32,0.1255,462
C10322,Delhi,400010,Street Front,Fashion,41589.42,170.06,0.059,Rain Boost,1718.32,35,0.1652,415
C10323,Delhi,400010,Street Front,Fashion,39942.78,174.87,0.0666,Rain Boost,1528.14,39,0.1189,515
C10324,Delhi,400010,Street Front,Fashion,42329.24,182.74,0.0667,Rain Boost,1654.61,31,0.1596,450
C10325,Mumbai,400084,Standalone,Retail,53909.88,222.48,0.1781,Rain Boost,148.02,32,0.0388,6839
C10326,Mumbai,400084,Standalone,Retail,49934.14,242.61,0.1614,Rain Boost,138.2,35,0.0409,6169
C10327,Mumbai,400084,Standalone,Retail,51710.19,250.83,0.1638,Rain Boost,137.14,44,0.0417,6151
C10328,Mumbai,400084,Standalone,Retail,51096.68,251.12,0.1749,Rain Boost,127.72,47,0.0328,5248
C10329,Delhi,400022,Street Front,Restaurant,65693.39,264.41,0.2169,Sunny Boost,346.91,49,0.0581,1510
C10330,Delhi,400022,Street Front,Restaurant,69838.11,278.24,0.1919,Sunny Boost,350.23,55,0.0509,1310
C10331,Delhi,400022,Street Front,Restaurant,65368.25,259.89,0.2167,Sunny Boost,396.2,66,0.0565,1540
C10332,Delhi,400022,Street Front,Restaurant,65708.26,252.88,0.2274,Sunny Boost,357.16,49,0.0506,1417
C10333,Delhi,400052,Mall,Retail,55773.06,317.15,0.2005,Sunny Boost,355.43,39,0.0428,1662
C10334,Delhi,400052,Mall,Retail,56850.25,337.4,0.1917,Sunny Boost,374.38,30,0.0542,1720
C10335,Delhi,400052,Mall,Retail,55804.23,330.02,0.1799,Sunny Boost,381.76,32,0.0492,1833
C10336,Delhi,400052,Mall,Retail,52286.26,308.13,0.1727,Sunny Boost,369.4,29,0.0563,1530
C10337,Delhi,400052,Mall,Retail,53305.93,323.43,0.1948,Sunny Boost,375.85,33,0.0468,1685
C10338,Delhi,400052,Mall,Retail,54832.11,303.52,0.2022,Sunny Boost,335.69,41,0.046,1699
C10339,Delhi,400052,Mall,Retail,53723.75,334.45,0.1884,Sunny Boost,348.24,32,0.0577,1598
C10340,Mumbai,400050,Street Front,Restaurant,44095.36,108.53,0.2415,Sunny Boost,359.68,50,0.0183,1594
C10341,Mumbai,400050,Street Front,Restaurant,42111.27,103.82,0.2352,Sunny Boost,366.24,50,0.0209,1828
C10342,Mumbai,400050,Street Front,Restaurant,42180.49,94.99,0.2193,Sunny Boost,325.82,63,0.0177,1618
C10343,Mumbai,400050,Street Front,Restaurant,40744.51,110.58,0.2243,Sunny Boost,325.26,55,0.0226,1692
C10344,Mumbai,400050,Street Front,Restaurant,40596.47,98.43,0.2359,Sunny Boost,339.82,48,0.0167,1802
C10345,Hyderabad,400090,Standalone,Fashion,62667.36,235.01,0.2235,None,3072.27,33,0.1088,2722
C10346,Hyderabad,400090,Standalone,Fashion,68366.45,230.84,0.2133,None,2742.57,37,0.0805,2928
C10347,Hyderabad,400090,Standalone,Fashion,64404.33,205.0,0.2179,None,3049.12,35,0.092,3004
C10348,Hyderabad,400090,Standalone,Fashion,66052.75,229.38,0.2435,None,2640.34,38,0.091,2555
C10349,Hyderabad,400090,Standalone,Fashion,64565.44,214.85,0.2221,None,2861.94,32,0.078,2858
C10350,Hyderabad,400090,Standalone,Fashion,67496.37,232.35,0.2275,None,2817.51,33,0.0942,2912
C10351,Hyderabad,400090,Standalone,Fashion,65344.88,226.69,0.2434,None,2766.74,34,0.0909,2375
C10352,Hyderabad,400020,Mall,Restaurant,68576.51,124.32,0.1388,Rain Boost,702.23,38,0.0176,3463
C10353,Hyderabad,400020,Mall,Restaurant,73296.31,130.92,0.1537,Rain Boost,668.17,50,0.0205,4137
C10354,Hyderabad,400020,Mall,Restaurant,67826.27,128.6,0.1477,Rain Boost,715.61,44,0.0219,3807
C10355,Hyderabad,400020,Mall,Restaurant,69867.53,144.73,0.1445,Rain Boost,624.85,54,0.0215,4259
C10356,Hyderabad,400020,Mall,Restaurant,71148.01,140.46,0.1595,Rain Boost,692.58,38,0.022,4031
C10357,Hyderabad,400020,Mall,Restaurant,69255.33,143.46,0.1382,Rain Boost,706.26,52,0.0213,3962
C10358,Mumbai,400075,Standalone,Fashion,38998.23,73.84,0.0947,Rain Boost,1915.76,37,0.1281,5195
C10359,Mumbai,400075,Standalone,Fashion,40389.65,67.39,0.1004,Rain Boost,1752.5,35,0.1168,4995
C10360,Mumbai,400075,Standalone,Fashion,38277.47,64.69,0.0915,Rain Boost,1798.0,37,0.0938,5812
C10361,Bangalore,400008,Mall,Fashion,62589.81,235.17,0.1993,Sunny Boost,1386.81,38,0.07,3206
C10362,Bangalore,400008,Mall,Fashion,59393.23,217.09,0.2079,Sunny Boost,1251.5,40,0.0561,2886
C10363,Bangalore,400008,Mall,Fashion,56998.32,230.39,0.2159,Sunny Boost,1377.17,32,0.0651,2694
C10364,Chennai,400068,Mall,Retail,62189.85,181.29,0.0956,None,434.45,73,0.078,811
C10365,Chennai,400068,Mall,Retail,61871.51,182.33,0.095,None,443.27,76,0.1083,832
C10366,Chennai,400068,Mall,Retail,58359.82,161.42,0.1021,None,435.25,77,0.1067,1002
C10367,Chennai,400068,Mall,Retail,61282.38,185.29,0.0962,None,455.2,81,0.1011,970
C10368,Mumbai,400024,Mall,Fashion,52754.2,204.44,0.0607,Rain Boost,2239.92,32,0.0955,2111
C10369,Mumbai,400024,Mall,Fashion,54672.76,203.21,0.0659,Rain Boost,2498.36,39,0.0959,1824
C10370,Mumbai,400024,Mall,Fashion,52993.66,202.86,0.0652,Rain Boost,2303.74,33,0.1041,2134
C10371,Mumbai,400024,Mall,Fashion,55100.53,199.4,0.0619,Rain Boost,2445.57,30,0.089,2145
C10372,Delhi,400052,Mall,Fashion,73639.21,250.47,0.1293,Rain Boost,2408.82,13,0.1525,2327
C10373,Delhi,400052,Mall,Fashion,70041.7,242.23,0.1516,Rain Boost,2271.8,11,0.1115,2026
C10374,Delhi,400052,Mall,Fashion,70497.07,288.41,0.1518,Rain Boost,2360.0,9,0.1464,2080
C10375,Delhi,400052,Mall,Fashion,74242.19,253.74,0.1431,Rain Boost,2520.35,14,0.1551,1910
C10376,Chennai,400077,Mall,Fashion,85387.67,153.69,0.116,Rain Boost,1819.24,34,0.1054,4598
C10377,Chennai,400077,Mall,Fashion,78890.48,139.42,0.1115,Rain Boost,1502.12,35,0.0817,5083
C10378,Chennai,400077,Mall,Fashion,78823.83,151.0,0.1081,Rain Boost,1592.25,39,0.0856,5377
C10379,Chennai,400077,Mall,Fashion,83372.25,146.99,0.1132,Rain Boost,1501.65,41,0.1005,5115
C10380,Chennai,400077,Mall,Fashion,82368.96,149.37,0.1032,Rain Boost,1680.97,44,0.1057,4579
C10381,Hyderabad,400085,Standalone,Fashion,21561.97,231.37,0.2115,None,1498.98,20,0.1313,3714
C10382,Hyderabad,400085,Standalone,Fashion,22246.87,225.55,0.2319,None,1394.48,25,0.1363,4156
C10383,Hyderabad,400085,Standalone,Fashion,22215.15,231.3,0.1938,None,1357.7,25,0.1168,3942
C10384,Hyderabad,400085,Standalone,Fashion,21837.43,239.35,0.2091,None,1528.53,18,0.1414,3443
C10385,Hyderabad,400085,Standalone,Fashion,22265.65,205.56,0.2207,None,1268.32,22,0.1358,3240
C10386,Bangalore,400034,Mall,Fashion,63947.03,305.55,0.1333,None,2837.61,40,0.029,3562
C10387,Bangalore,400034,Mall,Fashion,63704.88,308.42,0.1361,None,2539.67,37,0.0236,3511
C10388,Bangalore,400034,Mall,Fashion,58589.92,309.85,0.1438,None,2484.17,29,0.0251,4092
C10389,Bangalore,400034,Mall,Fashion,63489.62,284.96,0.1399,None,2815.46,31,0.0297,3435
C10390,Bangalore,400034,Mall,Fashion,63558.53,310.81,0.1462,None,2893.82,43,0.021,3632
C10391,Bangalore,400031,Street Front,Restaurant,51220.06,191.67,0.2271,Rain Boost,903.08,28,0.0279,704
C10392,Bangalore,400031,Street Front,Restaurant,47481.73,170.48,0.2108,Rain Boost,907.58,28,0.028,579
C10393,Bangalore,400031,Street Front,Restaurant,51208.98,189.59,0.2319,Rain Boost,910.72,26,0.029,611
C10394,Bangalore,400031,Street Front,Restaurant,47914.9,170.6,0.1964,Rain Boost,945.83,33,0.0315,577
C10395,Bangalore,400031,Street Front,Restaurant,47480.33,191.38,0.1971,Rain Boost,961.06,32,0.0279,593
C10396,Bangalore,400031,Street Front,Restaurant,48820.23,173.12,0.2148,Rain Boost,1061.88,25,0.0282,679
C10397,Bangalore,400031,Street Front,Restaurant,47155.52,184.71,0.2025,Rain Boost,917.88,30,0.0339,620
C10398,Bangalore,400059,Street Front,Retail,56299.8,185.49,0.2125,Rain Boost,123.94,35,0.0107,1709
C10399,Bangalore,400059,Street Front,Retail,56018.81,182.28,0.1985,Rain Boost,121.56,30,0.0134,1672
C10400,Bangalore,400059,Street Front,Retail,52445.35,194.83,0.2171,Rain Boost,126.97,33,0.0132,1972
C10401,Hyderabad,400080,Standalone,Retail,55197.25,162.99,0.1515,Rain Boost,496.97,93,0.0592,2631
C10402,Hyderabad,400080,Standalone,Retail,55685.56,155.31,0.159,Rain Boost,524.82,69,0.0551,2731
C10403,Hyderabad,400080,Standalone,Retail,53560.84,161.84,0.162,Rain Boost,497.62,86,0.0559,2380
C10404,Hyderabad,400080,Standalone,Retail,51781.53,155.55,0.1671,Rain Boost,505.72,71,0.0571,2496
C10405,Hyderabad,400080,Standalone,Retail,51378.15,161.92,0.1662,Rain Boost,541.25,97,0.0645,2561
C10406,Hyderabad,400080,Standalone,Retail,54856.95,155.3,0.1623,Rain Boost,457.46,83,0.0714,2444
C10407,Chennai,400028,Standalone,Restaurant,60673.35,275.94,0.1329,Rain Boost,419.62,62,0.019,7890
C10408,Chennai,400028,Standalone,Restaurant,62912.14,236.03,0.1253,Rain Boost,409.95,60,0.0206,8559
C10409,Chennai,400028,Standalone,Restaurant,62190.03,277.89,0.1248,Rain Boost,354.5,64,0.0185,7523
C10410,Chennai,400028,Standalone,Restaurant,63415.16,261.88,0.1381,Rain Boost,410.76,60,0.0209,8214
C10411,Chennai,400028,Standalone,Restaurant,60863.72,241.71,0.1216,Rain Boost,382.44,79,0.0182,7624
C10412,Chennai,400028,Standalone,Restaurant,63870.44,233.79,0.1139,Rain Boost,399.4,81,0.0211,7716
C10413,Chennai,400028,Standalone,Restaurant,60828.65,254.28,0.119,Rain Boost,385.58,79,0.0181,6573
C10414,Bangalore,400009,Mall,Restaurant,57320.52,189.07,0.2059,Sunny Boost,580.82,31,0.0095,2621
C10415,Bangalore,400009,Mall,Restaurant,53406.97,184.0,0.2158,Sunny Boost,501.75,27,0.0116,3170
C10416,Bangalore,400009,Mall,Restaurant,56369.38,179.44,0.1848,Sunny Boost,597.78,25,0.0101,2693
C10417,Delhi,400057,Standalone,Fashion,2209.01,196.92,0.2062,Sunny Boost,2515.62,17,0.11,5542
C10418,Delhi,400057,Standalone,Fashion,2269.69,195.17,0.2266,Sunny Boost,2688.73,19,0.1058,5004
C10419,Delhi,400057,Standalone,Fashion,2219.48,188.7,0.2216,Sunny Boost,2482.66,24,0.0747,6151
C10420,Delhi,400057,Standalone,Fashion,2160.11,172.56,0.2095,Sunny Boost,2498.38,19,0.0773,5901
C10421,Delhi,400057,Standalone,Fashion,2265.66,165.34,0.1987,Sunny Boost,2822.16,18,0.0882,4820
C10422,Chennai,400084,Standalone,Retail,48177.38,251.36,0.0692,None,256.03,40,0.0719,3796
C10423,Chennai,400084,Standalone,Retail,44772.05,256.98,0.0709,None,289.92,45,0.0667,4953
C10424,Chennai,400084,Standalone,Retail,45106.39,279.65,0.0823,None,283.46,42,0.0841,4186
C10425,Chennai,400084,Standalone,Retail,44447.57,264.8,0.0803,None,282.02,39,0.0675,4951
C10426,Chennai,400084,Standalone,Retail,44754.24,267.25,0.0709,None,273.78,49,0.0829,4613
C10427,Chennai,400084,Standalone,Retail,46877.35,272.49,0.0751,None,292.34,36,0.0803,4183
C10428,Chennai,400039,Standalone,Retail,45372.31,187.34,0.0536,Rain Boost,332.53,64,0.0637,8323
C10429,Chennai,400039,Standalone,Retail,41367.51,187.54,0.0561,Rain Boost,370.59,56,0.0558,7005
C10430,Chennai,400039,Standalone,Retail,45585.49,166.0,0.0483,Rain Boost,348.52,58,0.0508,8175
C10431,Chennai,400039,Standalone,Retail,43635.7,162.07,0.0494,Rain Boost,359.64,47,0.0637,8111
C10432,Chennai,400039,Standalone,Retail,45598.54,167.58,0.0579,Rain Boost,329.26,69,0.0675,7785
C10433,Bangalore,400015,Mall,Fashion,53541.71,159.03,0.1631,None,1521.99,26,0.0949,1998
C10434,Bangalore,400015,Mall,Fashion,55492.24,167.47,0.1547,None,1698.36,30,0.0995,2069
C10435,Bangalore,400015,Mall,Fashion,51534.88,167.11,0.1589,None,1774.64,29,0.0778,2378
C10436,Bangalore,400015,Mall,Fashion,55507.98,164.35,0.1582,None,1579.15,30,0.099,2030
C10437,Delhi,400035,Street Front,Fashion,64018.11,250.19,0.1543,Rain Boost,2250.81,31,0.0662,1654
C10438,Delhi,400035,Street Front,Fashion,63446.04,266.19,0.1517,Rain Boost,2366.93,30,0.0835,1607
C10439,Delhi,400035,Street Front,Fashion,61587.15,254.68,0.1461,Rain Boost,2361.63,29,0.0884,1611
C10440,Delhi,400035,Street Front,Fashion,63365.65,242.17,0.1532,Rain Boost,2581.99,34,0.0653,1996
C10441,Delhi,400035,Street Front,Fashion,64773.24,234.32,0.1339,Rain Boost,2463.77,31,0.0807,1641
C10442,Bangalore,400027,Standalone,Fashion,48510.06,229.05,0.1207,Sunny Boost,1879.81,23,0.0258,4233
C10443,Bangalore,400027,Standalone,Fashion,48974.0,243.58,0.1054,Sunny Boost,1999.56,23,0.0271,4766
C10444,Bangalore,400027,Standalone,Fashion,47867.68,219.77,0.1052,Sunny Boost,2025.27,18,0.0273,5224
C10445,Bangalore,400027,Standalone,Fashion,50695.82,205.77,0.1261,Sunny Boost,2032.99,19,0.0346,4438
C10446,Bangalore,400027,Standalone,Fashion,49576.48,216.79,0.1169,Sunny Boost,1912.37,22,0.0299,4491
C10447,Chennai,400063,Street Front,Retail,32717.84,211.02,0.1305,Rain Boost,293.81,56,0.0208,2606
C10448,Chennai,400063,Street Front,Retail,34054.06,248.44,0.1297,Rain Boost,283.51,66,0.0239,2218
C10449,Chennai,400063,Street Front,Retail,31893.44,238.99,0.1229,Rain Boost,305.99,55,0.0305,2416
C10450,Chennai,400063,Street Front,Retail,33892.21,221.15,0.1145,Rain Boost,267.59,71,0.0222,2318
C10451,Hyderabad,400036,Mall,Retail,43127.92,156.0,0.0783,Sunny Boost,170.13,54,0.0209,1280
C10452,Hyderabad,400036,Mall,Retail,42476.9,134.76,0.0809,Sunny Boost,167.94,50,0.023,1133
C10453,Hyderabad,400036,Mall,Retail,40917.1,155.15,0.0927,Sunny Boost,194.76,74,0.0185,1291
C10454,Delhi,400082,Street Front,Retail,30227.42,120.76,0.0618,None,318.81,87,0.0848,2709
C10455,Delhi,400082,Street Front,Retail,31398.09,130.04,0.0691,None,337.57,69,0.0917,2325
C10456,Delhi,400082,Street Front,Retail,31325.24,119.96,0.0623,None,365.87,77,0.1029,2438
C10457,Delhi,400082,Street Front,Retail,30853.71,126.32,0.0744,None,374.5,95,0.0788,2191
C10458,Delhi,400082,Street Front,Retail,30401.49,111.92,0.072,None,347.65,79,0.1017,2158
C10459,Hyderabad,400071,Standalone,Restaurant,63986.83,158.22,0.1884,None,1041.7,72,0.0246,2077
C10460,Hyderabad,400071,Standalone,Restaurant,64238.54,151.77,0.196,None,950.05,76,0.0253,2020
C10461,Hyderabad,400071,Standalone,Restaurant,61750.5,166.05,0.1896,None,925.27,74,0.0256,2601
C10462,Hyderabad,400071,Standalone,Restaurant,60398.29,144.39,0.2056,None,959.64,61,0.0229,2532
C10463,Hyderabad,400071,Standalone,Restaurant,60294.6,142.33,0.2059,None,1047.93,56,0.0253,2300
C10464,Hyderabad,400071,Standalone,Restaurant,59820.24,154.83,0.1999,None,907.59,53,0.0297,2014
C10465,Mumbai,400015,Mall,Fashion,88746.4,170.74,0.123,Rain Boost,2525.3,37,0.0256,4233
C10466,Mumbai,400015,Mall,Fashion,86162.03,190.75,0.1164,Rain Boost,2342.78,33,0.0231,4619
C10467,Mumbai,400015,Mall,Fashion,88005.13,161.0,0.1317,Rain Boost,2475.34,39,0.0254,3523
C10468,Mumbai,400015,Mall,Fashion,83132.11,187.71,0.1177,Rain Boost,2571.14,41,0.0228,4535
C10469,Chennai,400005,Street Front,Fashion,65682.5,121.29,0.2131,None,790.92,24,0.0655,2428
C10470,Chennai,400005,Street Front,Fashion,59640.93,127.65,0.2127,None,944.02,29,0.0627,1859
C10471,Chennai,400005,Street Front,Fashion,63782.53,134.82,0.2176,None,860.81,31,0.0727,2272
C10472,Chennai,400005,Street Front,Fashion,60344.56,143.84,0.2145,None,817.16,22,0.0845,2235
C10473,Chennai,400005,Street Front,Fashion,63541.43,138.87,0.2447,None,851.67,22,0.0634,2162
C10474,Chennai,400005,Street Front,Fashion,62724.57,134.33,0.243,None,915.15,28,0.0852,2107
C10475,Delhi,400056,Mall,Retail,25547.8,216.24,0.1109,Sunny Boost,110.02,74,0.0694,2553
C10476,Delhi,400056,Mall,Retail,26814.06,235.3,0.1085,Sunny Boost,114.52,98,0.0737,3120
C10477,Delhi,400056,Mall,Retail,26777.63,219.15,0.1055,Sunny Boost,118.71,89,0.0791,2662
C10478,Delhi,400056,Mall,Retail,25452.14,198.29,0.1026,Sunny Boost,113.57,71,0.1002,2480
C10479,Delhi,400056,Mall,Retail,24938.07,198.23,0.1103,Sunny Boost,112.02,99,0.0973,3240
C10480,Delhi,400056,Mall,Retail,26924.59,220.45,0.0994,Sunny Boost,107.18,85,0.0795,2701
C10481,Bangalore,400006,Street Front,Retail,49873.68,125.23,0.0974,None,334.48,104,0.0645,2732
C10482,Bangalore,400006,Street Front,Retail,49007.43,140.11,0.0943,None,405.65,98,0.0688,2551
C10483,Bangalore,400006,Street Front,Retail,50182.69,127.56,0.0904,None,363.37,86,0.0573,2833
C10484,Bangalore,400006,Street Front,Retail,53662.78,141.05,0.1026,None,367.49,97,0.0786,2343
C10485,Bangalore,400006,Street Front,Retail,52060.52,133.62,0.0895,None,357.2,92,0.0731,2570
C10486,Delhi,400086,Mall,Restaurant,86444.62,165.83,0.1945,None,622.23,32,0.0259,5520
C10487,Delhi,400086,Mall,Restaurant,90969.91,150.3,0.1971,None,553.08,42,0.027,5234
C10488,Delhi,400086,Mall,Restaurant,88808.64,149.51,0.1894,None,569.95,33,0.0257,4486
C10489,Delhi,400086,Mall,Restaurant,92812.55,155.51,0.1803,None,634.86,40,0.0286,4155
C10490,Delhi,400086,Mall,Restaurant,86577.9,153.17,0.2013,None,577.55,44,0.0254,5027
C10491,Hyderabad,400080,Standalone,Retail,62068.61,174.88,0.1763,Rain Boost,261.74,111,0.0666,4468
C10492,Hyderabad,400080,Standalone,Retail,59814.04,194.53,0.1551,Rain Boost,227.41,106,0.066,4264
C10493,Hyderabad,400080,Standalone,Retail,59648.59,186.05,0.1679,Rain Boost,220.95,109,0.0697,4861
C10494,Hyderabad,400080,Standalone,Retail,59160.35,166.1,0.1744,Rain Boost,240.22,95,0.0757,5149
C10495,Hyderabad,400080,Standalone,Retail,60707.8,167.59,0.1769,Rain Boost,236.52,81,0.0604,5188
